occurrence_id,source_path,source_line,label,record_kind,baseline_presence,original_target,capability,disposition,native_owner,invariant,upstream_evidence,regression_requirement,behavioral_risk,accounting_impact,status,evidence_status
LP089,scripts/patch-prime-agent.mjs,1352,session context message construction entry ids,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP090,scripts/patch-prime-agent.mjs,1385,retained session context entry ids,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP091,scripts/patch-prime-agent.mjs,1393,retained session message ref construction,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP092,scripts/patch-prime-agent.mjs,1398,compaction summary and retained entry ids,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP093,scripts/patch-prime-agent.mjs,1404,session context returned entry refs,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP094,scripts/patch-prime-agent.mjs,1417,session manager exact message identity map,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP095,scripts/patch-prime-agent.mjs,1425,bind appended raw messages to entries,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP096,scripts/patch-prime-agent.mjs,1452,bind custom message source identity,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP097,scripts/patch-prime-agent.mjs,1459,return bound custom message entry,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP098,scripts/patch-prime-agent.mjs,1475,bind rollback custom message source identity,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP099,scripts/patch-prime-agent.mjs,1488,bind rebuilt session context messages,patch_definition,S and current D,dist/core/session-manager.js,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP100,scripts/patch-prime-agent.mjs,1504,session context entry refs declaration,patch_definition,S and current D,dist/core/session-manager.d.ts,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP101,scripts/patch-prime-agent.mjs,1515,session manager message ref methods,patch_definition,S and current D,dist/core/session-manager.d.ts,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP102,scripts/patch-prime-agent.mjs,1527,custom message source identity declaration,patch_definition,S and current D,dist/core/session-manager.d.ts,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP103,scripts/patch-prime-agent.mjs,1532,rollback custom message source identity declaration,patch_definition,S and current D,dist/core/session-manager.d.ts,P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP104,scripts/patch-prime-agent.mjs,1540,projection conversion import,patch_definition,S and current D,dist/core/extensions/runner.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP105,scripts/patch-prime-agent.mjs,1546,purpose-aware raw and model context projection pipeline,patch_definition,S and current D,dist/core/extensions/runner.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP106,scripts/patch-prime-agent.mjs,1652,provider projection conversion import,patch_definition,S and current D,dist/core/sdk.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP107,scripts/patch-prime-agent.mjs,1657,provider projection before image blocking,patch_definition,S and current D,dist/core/sdk.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP108,scripts/patch-prime-agent.mjs,1671,ordinary provider request uses shared projection,patch_definition,S and current D,dist/core/sdk.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP109,scripts/patch-prime-agent.mjs,1690,remove legacy provider-only raw transform bridge,patch_definition,S and current D,dist/core/sdk.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP110,scripts/patch-prime-agent.mjs,1706,projected token accumulation for compaction cut,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP111,scripts/patch-prime-agent.mjs,1713,projected per-entry token sizes,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP112,scripts/patch-prime-agent.mjs,1743,projected compaction preparation and fallback,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP113,scripts/patch-prime-agent.mjs,1750,complete projected refs or raw compaction fallback,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP114,scripts/patch-prime-agent.mjs,1774,projected compaction size and cut,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP115,scripts/patch-prime-agent.mjs,1783,projected compaction summary ranges with raw file inputs,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP116,scripts/patch-prime-agent.mjs,1847,raw compaction file operation extraction,patch_definition,S and current D,dist/core/compaction/compaction.js,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP117,scripts/patch-prime-agent.mjs,1861,projected compaction model message import,patch_definition,S and current D,dist/core/compaction/compaction.d.ts,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP118,scripts/patch-prime-agent.mjs,1866,projected compaction preparation messages,patch_definition,S and current D,dist/core/compaction/compaction.d.ts,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP119,scripts/patch-prime-agent.mjs,1875,projected compaction input declaration,patch_definition,S and current D,dist/core/compaction/compaction.d.ts,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP120,scripts/patch-prime-agent.mjs,1887,projected compaction cut declaration,patch_definition,S and current D,dist/core/compaction/compaction.d.ts,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP121,scripts/patch-prime-agent.mjs,1892,projected compaction preparation declaration,patch_definition,S and current D,dist/core/compaction/compaction.d.ts,P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP122,scripts/patch-prime-agent.mjs,1900,complete projected tree exchange groups,patch_definition,S and current D,dist/core/compaction/branch-summarization.js,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP123,scripts/patch-prime-agent.mjs,1911,tree raw file ops and projected complete-pair budgeting,patch_definition,S and current D,dist/core/compaction/branch-summarization.js,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP124,scripts/patch-prime-agent.mjs,2011,tree summary consumes projected messages,patch_definition,S and current D,dist/core/compaction/branch-summarization.js,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP125,scripts/patch-prime-agent.mjs,2025,tree model message type import,patch_definition,S and current D,dist/core/compaction/branch-summarization.d.ts,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP126,scripts/patch-prime-agent.mjs,2030,tree preparation model messages,patch_definition,S and current D,dist/core/compaction/branch-summarization.d.ts,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP127,scripts/patch-prime-agent.mjs,2037,tree projected option declaration,patch_definition,S and current D,dist/core/compaction/branch-summarization.d.ts,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP128,scripts/patch-prime-agent.mjs,2053,tree projected input declaration,patch_definition,S and current D,dist/core/compaction/branch-summarization.d.ts,P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP129,scripts/patch-prime-agent.mjs,2067,model message type import,patch_definition,S and current D,dist/core/extensions/types.d.ts,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP130,scripts/patch-prime-agent.mjs,2072,public context purpose and entry refs,patch_definition,S and current D,dist/core/extensions/types.d.ts,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
